slug,page_type,source_type,source_label,primary_keyword,title,h1,nav_label,home_label,meta_description,canonical_url,product_filter,seo_content,faq,hero_image,status,priority,show_in_home,show_in_nav,show_in_footer,breadcrumb_parent,related_urls,noindex
custom-metal-keyrings-australia,product_category,subcategory,Key Rings > Metal Keyrings,custom metal keyrings australia,Custom Metal Keyrings Australia | QuirkyPromo,Custom Metal Keyrings Australia,Metal Keyrings,Metal Keyrings,"Explore Metal Keyrings in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-metal-keyrings-australia,"{""type"":""subcategory"",""category"":""Key Rings"",""subcategory"":""Metal Keyrings""}",,[],,draft,5,false,true,false,custom-keyrings-australia,[],false
leather-keyrings-australia,product_category,subcategory,Key Rings > Leather Keyrings,leather keyrings australia,Leather Keyrings Australia | QuirkyPromo,Leather Keyrings Australia,Leather Keyrings,Leather Keyrings,"Explore Leather Keyrings in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/leather-keyrings-australia,"{""type"":""subcategory"",""category"":""Key Rings"",""subcategory"":""Leather Keyrings""}",,[],,draft,5,false,true,false,custom-keyrings-australia,[],false
silicone-keyrings-australia,product_category,subcategory,Key Rings > Silicone & PVC Keyrings,silicone keyrings australia,Silicone Keyrings Australia | QuirkyPromo,Silicone Keyrings Australia,Silicone & PVC Keyrings,Silicone & PVC Keyrings,"Explore Silicone & PVC Keyrings in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/silicone-keyrings-australia,"{""type"":""subcategory"",""category"":""Key Rings"",""subcategory"":""Silicone & PVC Keyrings""}",,[],,draft,5,false,true,false,custom-keyrings-australia,[],false
eco-keyrings-australia,product_category,subcategory,Key Rings > Eco Keyrings,eco keyrings australia,Eco Keyrings Australia | QuirkyPromo,Eco Keyrings Australia,Eco Keyrings,Eco Keyrings,"Explore Eco Keyrings in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/eco-keyrings-australia,"{""type"":""subcategory"",""category"":""Key Rings"",""subcategory"":""Eco Keyrings""}",,[],,draft,5,false,true,false,custom-keyrings-australia,[],false
functional-keyrings-australia,product_category,subcategory,Key Rings > Functional Keyrings,functional keyrings australia,Functional Keyrings Australia | QuirkyPromo,Functional Keyrings Australia,Functional Keyrings,Functional Keyrings,"Explore Functional Keyrings in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/functional-keyrings-australia,"{""type"":""subcategory"",""category"":""Key Rings"",""subcategory"":""Functional Keyrings""}",,[],,draft,5,false,true,false,custom-keyrings-australia,[],false
novelty-keyrings-australia,product_category,subcategory,Key Rings > Novelty Keyrings,novelty keyrings australia,Novelty Keyrings Australia | QuirkyPromo,Novelty Keyrings Australia,Novelty Keyrings,Novelty Keyrings,"Explore Novelty Keyrings in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/novelty-keyrings-australia,"{""type"":""subcategory"",""category"":""Key Rings"",""subcategory"":""Novelty Keyrings""}",,[],,draft,5,false,true,false,custom-keyrings-australia,[],false
custom-feather-flags-australia,product_category,subcategory,Flags & Displays > Feather & Teardrop Flags,custom feather flags australia,Custom Feather Flags Australia | QuirkyPromo,Custom Feather Flags Australia,Feather & Teardrop Flags,Feather & Teardrop Flags,"Explore Feather & Teardrop Flags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-feather-flags-australia,"{""type"":""subcategory"",""category"":""Flags & Displays"",""subcategory"":""Feather & Teardrop Flags""}",,[],,draft,5,false,true,false,trade-show-displays-australia,[],false
pull-up-banners-australia,product_category,subcategory,Flags & Displays > Pull Up Banners,pull up banners australia,Pull Up Banners Australia | QuirkyPromo,Pull Up Banners Australia,Pull Up Banners,Pull Up Banners,"Explore Pull Up Banners in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/pull-up-banners-australia,"{""type"":""subcategory"",""category"":""Flags & Displays"",""subcategory"":""Pull Up Banners""}",,[],,draft,5,false,true,false,trade-show-displays-australia,[],false
media-walls-australia,product_category,subcategory,Flags & Displays > Media Walls,media walls australia,Media Walls Australia | QuirkyPromo,Media Walls Australia,Media Walls,Media Walls,"Explore Media Walls in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/media-walls-australia,"{""type"":""subcategory"",""category"":""Flags & Displays"",""subcategory"":""Media Walls""}",,[],,draft,5,false,true,false,trade-show-displays-australia,[],false
custom-marquees-australia,product_category,subcategory,Flags & Displays > Marquees,custom marquees australia,Custom Marquees Australia | QuirkyPromo,Custom Marquees Australia,Marquees,Marquees,"Explore Marquees in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-marquees-australia,"{""type"":""subcategory"",""category"":""Flags & Displays"",""subcategory"":""Marquees""}",,[],,draft,5,false,true,false,trade-show-displays-australia,[],false
custom-table-covers-australia,product_category,subcategory,Flags & Displays > Table Covers,custom table covers australia,Custom Table Covers Australia | QuirkyPromo,Custom Table Covers Australia,Table Covers,Table Covers,"Explore Table Covers in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-table-covers-australia,"{""type"":""subcategory"",""category"":""Flags & Displays"",""subcategory"":""Table Covers""}",,[],,draft,5,false,true,false,trade-show-displays-australia,[],false
a-frame-signage-australia,product_category,subcategory,Flags & Displays > A-Frames & Signage,a frame signage australia,A Frame Signage Australia | QuirkyPromo,A Frame Signage Australia,A-Frames & Signage,A-Frames & Signage,"Explore A-Frames & Signage in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/a-frame-signage-australia,"{""type"":""subcategory"",""category"":""Flags & Displays"",""subcategory"":""A-Frames & Signage""}",,[],,draft,5,false,true,false,trade-show-displays-australia,[],false
custom-stickers-australia,product_category,subcategory,Marketing Materials > Labels & Stickers,custom stickers australia,Custom Stickers Australia | QuirkyPromo,Custom Stickers Australia,Labels & Stickers,Labels & Stickers,"Explore Labels & Stickers in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-stickers-australia,"{""type"":""subcategory"",""category"":""Marketing Materials"",""subcategory"":""Labels & Stickers""}",,[],,draft,5,false,true,false,printed-marketing-materials-australia,[],false
resin-labels-australia,product_category,subcategory,Marketing Materials > Resin Labels,resin labels australia,Resin Labels Australia | QuirkyPromo,Resin Labels Australia,Resin Labels,Resin Labels,"Explore Resin Labels in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/resin-labels-australia,"{""type"":""subcategory"",""category"":""Marketing Materials"",""subcategory"":""Resin Labels""}",,[],,draft,5,false,true,false,printed-marketing-materials-australia,[],false
business-cards-australia,product_category,subcategory,Marketing Materials > Business Cards,business cards australia,Business Cards Australia | QuirkyPromo,Business Cards Australia,Business Cards,Business Cards,"Explore Business Cards in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/business-cards-australia,"{""type"":""subcategory"",""category"":""Marketing Materials"",""subcategory"":""Business Cards""}",,[],,draft,5,false,true,false,printed-marketing-materials-australia,[],false
branded-notebooks-australia,product_category,subcategory,Office & Desk > Notebooks,branded notebooks australia,Branded Notebooks Australia | QuirkyPromo,Branded Notebooks Australia,Notebooks,Notebooks,"Explore Notebooks in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/branded-notebooks-australia,"{""type"":""subcategory"",""category"":""Office & Desk"",""subcategory"":""Notebooks""}",,[],,draft,8,true,true,false,branded-office-supplies-australia,[],false
custom-note-pads-australia,product_category,subcategory,Office & Desk > Note Pads,custom note pads australia,Custom Note Pads Australia | QuirkyPromo,Custom Note Pads Australia,Note Pads,Note Pads,"Explore Note Pads in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-note-pads-australia,"{""type"":""subcategory"",""category"":""Office & Desk"",""subcategory"":""Note Pads""}",,[],,draft,5,false,true,false,branded-office-supplies-australia,[],false
custom-planners-australia,product_category,subcategory,Office & Desk > Pads & Planners,custom planners australia,Custom Planners Australia | QuirkyPromo,Custom Planners Australia,Pads & Planners,Pads & Planners,"Explore Pads & Planners in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-planners-australia,"{""type"":""subcategory"",""category"":""Office & Desk"",""subcategory"":""Pads & Planners""}",,[],,draft,5,false,true,false,branded-office-supplies-australia,[],false
custom-sticky-notes-australia,product_category,subcategory,Office & Desk > Sticky Notes,custom sticky notes australia,Custom Sticky Notes Australia | QuirkyPromo,Custom Sticky Notes Australia,Sticky Notes,Sticky Notes,"Explore Sticky Notes in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-sticky-notes-australia,"{""type"":""subcategory"",""category"":""Office & Desk"",""subcategory"":""Sticky Notes""}",,[],,draft,5,false,true,false,branded-office-supplies-australia,[],false
custom-stationery-australia,product_category,subcategory,Office & Desk > Stationery,custom stationery australia,Custom Stationery Australia | QuirkyPromo,Custom Stationery Australia,Stationery,Stationery,"Explore Stationery in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-stationery-australia,"{""type"":""subcategory"",""category"":""Office & Desk"",""subcategory"":""Stationery""}",,[],,draft,5,false,true,false,branded-office-supplies-australia,[],false
desk-accessories-australia,product_category,subcategory,Office & Desk > Desk Items,desk accessories australia,Desk Accessories Australia | QuirkyPromo,Desk Accessories Australia,Desk Items,Desk Items,"Explore Desk Items in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/desk-accessories-australia,"{""type"":""subcategory"",""category"":""Office & Desk"",""subcategory"":""Desk Items""}",,[],,draft,5,false,true,false,branded-office-supplies-australia,[],false
custom-compendiums-australia,product_category,subcategory,Office & Desk > Portfolios & Compendiums,custom compendiums australia,Custom Compendiums Australia | QuirkyPromo,Custom Compendiums Australia,Portfolios & Compendiums,Portfolios & Compendiums,"Explore Portfolios & Compendiums in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-compendiums-australia,"{""type"":""subcategory"",""category"":""Office & Desk"",""subcategory"":""Portfolios & Compendiums""}",,[],,draft,5,false,true,false,branded-office-supplies-australia,[],false
custom-pencil-cases-australia,product_category,subcategory,Office & Desk > Pencil Cases,custom pencil cases australia,Custom Pencil Cases Australia | QuirkyPromo,Custom Pencil Cases Australia,Pencil Cases,Pencil Cases,"Explore Pencil Cases in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-pencil-cases-australia,"{""type"":""subcategory"",""category"":""Office & Desk"",""subcategory"":""Pencil Cases""}",,[],,draft,5,false,true,false,branded-office-supplies-australia,[],false
custom-rulers-australia,product_category,subcategory,Office & Desk > Rulers,custom rulers australia,Custom Rulers Australia | QuirkyPromo,Custom Rulers Australia,Rulers,Rulers,"Explore Rulers in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-rulers-australia,"{""type"":""subcategory"",""category"":""Office & Desk"",""subcategory"":""Rulers""}",,[],,draft,5,false,true,false,branded-office-supplies-australia,[],false
custom-tote-bags-australia,product_category,subcategory,Bags > Tote Bags,custom tote bags australia,Custom Tote Bags Australia | QuirkyPromo,Custom Tote Bags Australia,Tote Bags,Tote Bags,"Explore Tote Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-tote-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Tote Bags""}",,[],,draft,8,true,true,false,custom-bags-australia,[],false
custom-cotton-tote-bags-australia,product_category,manual,Bags > Cotton Tote Bags,custom cotton tote bags australia,Custom Cotton Tote Bags Australia | QuirkyPromo,Custom Cotton Tote Bags Australia,Cotton Tote Bags,Cotton Tote Bags,"Shop Cotton Tote Bags in Australia with filtered branded product options for corporate gifts, events and promotional campaigns.",/custom-cotton-tote-bags-australia,"{""type"":""compound"",""category"":""Bags"",""material"":""Cotton""}",,[],,draft,8,true,true,false,custom-bags-australia,[],false
custom-cooler-bags-australia,product_category,subcategory,Bags > Cooler Bags,custom cooler bags australia,Custom Cooler Bags Australia | QuirkyPromo,Custom Cooler Bags Australia,Cooler Bags,Cooler Bags,"Explore Cooler Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-cooler-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Cooler Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
custom-backpacks-australia,product_category,subcategory,Bags > Backpacks,custom backpacks australia,Custom Backpacks Australia | QuirkyPromo,Custom Backpacks Australia,Backpacks,Backpacks,"Explore Backpacks in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-backpacks-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Backpacks""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
custom-paper-bags-australia,product_category,subcategory,Bags > Paper Bags,custom paper bags australia,Custom Paper Bags Australia | QuirkyPromo,Custom Paper Bags Australia,Paper Bags,Paper Bags,"Explore Paper Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-paper-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Paper Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
custom-drawstring-bags-australia,product_category,subcategory,Bags > Drawstring Bags,custom drawstring bags australia,Custom Drawstring Bags Australia | QuirkyPromo,Custom Drawstring Bags Australia,Drawstring Bags,Drawstring Bags,"Explore Drawstring Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-drawstring-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Drawstring Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
custom-duffle-bags-australia,product_category,subcategory,Bags > Travel & Duffle Bags,custom duffle bags australia,Custom Duffle Bags Australia | QuirkyPromo,Custom Duffle Bags Australia,Travel & Duffle Bags,Travel & Duffle Bags,"Explore Travel & Duffle Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-duffle-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Travel & Duffle Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
custom-toiletry-bags-australia,product_category,subcategory,Bags > Toiletry Bags,custom toiletry bags australia,Custom Toiletry Bags Australia | QuirkyPromo,Custom Toiletry Bags Australia,Toiletry Bags,Toiletry Bags,"Explore Toiletry Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-toiletry-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Toiletry Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
jute-bags-australia,product_category,subcategory,Bags > Jute Bags,jute bags australia,Jute Bags Australia | QuirkyPromo,Jute Bags Australia,Jute Bags,Jute Bags,"Explore Jute Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/jute-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Jute Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
custom-laptop-bags-australia,product_category,subcategory,Bags > Laptop Bags,custom laptop bags australia,Custom Laptop Bags Australia | QuirkyPromo,Custom Laptop Bags Australia,Laptop Bags,Laptop Bags,"Explore Laptop Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-laptop-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Laptop Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
wine-carriers-australia,product_category,subcategory,Bags > Wine Carriers,wine carriers australia,Wine Carriers Australia | QuirkyPromo,Wine Carriers Australia,Wine Carriers,Wine Carriers,"Explore Wine Carriers in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/wine-carriers-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Wine Carriers""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
crossbody-bags-australia,product_category,subcategory,Bags > Crossbody & Belt Bags,crossbody bags australia,Crossbody Bags Australia | QuirkyPromo,Crossbody Bags Australia,Crossbody & Belt Bags,Crossbody & Belt Bags,"Explore Crossbody & Belt Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/crossbody-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Crossbody & Belt Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
satchel-bags-australia,product_category,subcategory,Bags > Satchel Bags,satchel bags australia,Satchel Bags Australia | QuirkyPromo,Satchel Bags Australia,Satchel Bags,Satchel Bags,"Explore Satchel Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/satchel-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Satchel Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
dry-bags-australia,product_category,subcategory,Bags > Dry Bags,dry bags australia,Dry Bags Australia | QuirkyPromo,Dry Bags Australia,Dry Bags,Dry Bags,"Explore Dry Bags in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/dry-bags-australia,"{""type"":""subcategory"",""category"":""Bags"",""subcategory"":""Dry Bags""}",,[],,draft,5,false,true,false,custom-bags-australia,[],false
custom-t-shirts-australia,product_category,subcategory,Apparel > T-Shirts,custom t shirts australia,Custom T Shirts Australia | QuirkyPromo,Custom T Shirts Australia,T-Shirts,T-Shirts,"Explore T-Shirts in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-t-shirts-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""T-Shirts""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-polo-shirts-australia,product_category,subcategory,Apparel > Polo Shirts,custom polo shirts australia,Custom Polo Shirts Australia | QuirkyPromo,Custom Polo Shirts Australia,Polo Shirts,Polo Shirts,"Explore Polo Shirts in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-polo-shirts-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Polo Shirts""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-hoodies-australia,product_category,subcategory,Apparel > Hoodies,custom hoodies australia,Custom Hoodies Australia | QuirkyPromo,Custom Hoodies Australia,Hoodies,Hoodies,"Explore Hoodies in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-hoodies-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Hoodies""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-sweatshirts-australia,product_category,subcategory,Apparel > Sweatshirts,custom sweatshirts australia,Custom Sweatshirts Australia | QuirkyPromo,Custom Sweatshirts Australia,Sweatshirts,Sweatshirts,"Explore Sweatshirts in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-sweatshirts-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Sweatshirts""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-jackets-australia,product_category,subcategory,Apparel > Jackets,custom jackets australia,Custom Jackets Australia | QuirkyPromo,Custom Jackets Australia,Jackets,Jackets,"Explore Jackets in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-jackets-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Jackets""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-shirts-australia,product_category,subcategory,Apparel > Shirts,custom shirts australia,Custom Shirts Australia | QuirkyPromo,Custom Shirts Australia,Shirts,Shirts,"Explore Shirts in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-shirts-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Shirts""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-vests-australia,product_category,subcategory,Apparel > Vests,custom vests australia,Custom Vests Australia | QuirkyPromo,Custom Vests Australia,Vests,Vests,"Explore Vests in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-vests-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Vests""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
workwear-pants-and-shorts-australia,product_category,subcategory,Apparel > Pants & Shorts,workwear pants and shorts australia,Workwear Pants and Shorts Australia | QuirkyPromo,Workwear Pants and Shorts Australia,Pants & Shorts,Pants & Shorts,"Explore Pants & Shorts in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/workwear-pants-and-shorts-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Pants & Shorts""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
branded-workwear-australia,product_category,manual,Apparel > Workwear,branded workwear australia,Branded Workwear Australia | QuirkyPromo,Branded Workwear Australia,Workwear,Workwear,"Shop Workwear in Australia with filtered branded product options for corporate gifts, events and promotional campaigns.",/branded-workwear-australia,"{""type"":""compound"",""category"":""Apparel"",""tags"":[""workwear""]}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-teamwear-australia,product_category,manual,Apparel > Teamwear,custom teamwear australia,Custom Teamwear Australia | QuirkyPromo,Custom Teamwear Australia,Teamwear,Teamwear,"Shop Teamwear in Australia with filtered branded product options for corporate gifts, events and promotional campaigns.",/custom-teamwear-australia,"{""type"":""compound"",""category"":""Apparel"",""tags"":[""teamwear""]}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-aprons-australia,product_category,subcategory,Apparel > Aprons,custom aprons australia,Custom Aprons Australia | QuirkyPromo,Custom Aprons Australia,Aprons,Aprons,"Explore Aprons in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-aprons-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Aprons""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-socks-australia,product_category,subcategory,Apparel > Socks,custom socks australia,Custom Socks Australia | QuirkyPromo,Custom Socks Australia,Socks,Socks,"Explore Socks in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-socks-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Socks""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
branded-scarves-and-accessories-australia,product_category,subcategory,Apparel > Scarves & Accessories,branded scarves and accessories australia,Branded Scarves and Accessories Australia | QuirkyPromo,Branded Scarves and Accessories Australia,Scarves & Accessories,Scarves & Accessories,"Explore Scarves & Accessories in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/branded-scarves-and-accessories-australia,"{""type"":""subcategory"",""category"":""Apparel"",""subcategory"":""Scarves & Accessories""}",,[],,draft,5,false,true,false,custom-branded-apparel-australia,[],false
custom-drink-bottles-australia,product_category,subcategory,Drinkware > Drink Bottles,custom drink bottles australia,Custom Drink Bottles Australia | QuirkyPromo,Custom Drink Bottles Australia,Drink Bottles,Drink Bottles,"Explore Drink Bottles in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-drink-bottles-australia,"{""type"":""subcategory"",""category"":""Drinkware"",""subcategory"":""Drink Bottles""}",,[],,draft,8,true,true,false,custom-drinkware-australia,[],false
custom-coffee-cups-australia,product_category,subcategory,Drinkware > Coffee Cups,custom coffee cups australia,Custom Coffee Cups Australia | QuirkyPromo,Custom Coffee Cups Australia,Coffee Cups,Coffee Cups,"Explore Coffee Cups in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-coffee-cups-australia,"{""type"":""subcategory"",""category"":""Drinkware"",""subcategory"":""Coffee Cups""}",,[],,draft,8,true,true,false,custom-drinkware-australia,[],false
custom-travel-mugs-australia,product_category,subcategory,Drinkware > Travel Mugs,custom travel mugs australia,Custom Travel Mugs Australia | QuirkyPromo,Custom Travel Mugs Australia,Travel Mugs,Travel Mugs,"Explore Travel Mugs in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-travel-mugs-australia,"{""type"":""subcategory"",""category"":""Drinkware"",""subcategory"":""Travel Mugs""}",,[],,draft,5,false,true,false,custom-drinkware-australia,[],false
custom-tumblers-australia,product_category,subcategory,Drinkware > Tumblers,custom tumblers australia,Custom Tumblers Australia | QuirkyPromo,Custom Tumblers Australia,Tumblers,Tumblers,"Explore Tumblers in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-tumblers-australia,"{""type"":""subcategory"",""category"":""Drinkware"",""subcategory"":""Tumblers""}",,[],,draft,5,false,true,false,custom-drinkware-australia,[],false
custom-mugs-australia,product_category,subcategory,Drinkware > Mugs,custom mugs australia,Custom Mugs Australia | QuirkyPromo,Custom Mugs Australia,Mugs,Mugs,"Explore Mugs in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-mugs-australia,"{""type"":""subcategory"",""category"":""Drinkware"",""subcategory"":""Mugs""}",,[],,draft,5,false,true,false,custom-drinkware-australia,[],false
branded-glassware-australia,product_category,subcategory,Drinkware > Glassware,branded glassware australia,Branded Glassware Australia | QuirkyPromo,Branded Glassware Australia,Glassware,Glassware,"Explore Glassware in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/branded-glassware-australia,"{""type"":""subcategory"",""category"":""Drinkware"",""subcategory"":""Glassware""}",,[],,draft,5,false,true,false,custom-drinkware-australia,[],false
custom-flasks-australia,product_category,subcategory,Drinkware > Flasks,custom flasks australia,Custom Flasks Australia | QuirkyPromo,Custom Flasks Australia,Flasks,Flasks,"Explore Flasks in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-flasks-australia,"{""type"":""subcategory"",""category"":""Drinkware"",""subcategory"":""Flasks""}",,[],,draft,5,false,true,false,custom-drinkware-australia,[],false
custom-teaware-australia,product_category,subcategory,Drinkware > Teaware,custom teaware australia,Custom Teaware Australia | QuirkyPromo,Custom Teaware Australia,Teaware,Teaware,"Explore Teaware in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-teaware-australia,"{""type"":""subcategory"",""category"":""Drinkware"",""subcategory"":""Teaware""}",,[],,draft,5,false,true,false,custom-drinkware-australia,[],false
custom-ballpoint-pens-australia,product_category,subcategory,Pens > Ballpoint Pens,custom ballpoint pens australia,Custom Ballpoint Pens Australia | QuirkyPromo,Custom Ballpoint Pens Australia,Ballpoint Pens,Ballpoint Pens,"Explore Ballpoint Pens in Australia, with branded and custom options for corporate gifts, events and promotional campaigns.",/custom-ballpoint-pens-australia,"{""type"":""subcategory"",""category"":""Pens"",""subcategory"":""Ballpoint Pens""}",,[],,draft,8,true,true,false,branded-pens-australia,[],false
